f1,f2,f3,f4,f5,f6,f7,f8,class
1.68744,4.44001,-5.06664,-2.84369,0.515253,2.71214,-0.271933,-0.175767,2
4.44984,2.30427,2.52709,2.17877,-0.366397,-2.67517,0.503998,1.12321,2
0.603405,-2.07755,10.4371,0.629724,1.74456,0.708545,-1.46975,-0.856889,2
6.01806,5.34715,-2.18842,6.83477,0.522745,0.00446686,-0.531273,1.01497,2
5.84088,3.9645,11.297,10.6835,1.47358,0.0552373,0.38569,0.218196,2
4.85854,5.53015,0.150174,5.89606,0.202711,-0.073626,0.00133379,0.196221,2
3.48155,6.19917,2.17923,7.82304,-1.90605,0.692002,1.7727,0.320873,2
3.88292,-0.42529,6.03272,1.59326,-0.11993,-0.0860992,-0.593119,-0.527477,2
0.887177,1.30605,2.41337,-1.16079,-0.0494942,0.547873,-0.607006,-0.0495382,2
1.65187,0.63741,6.05547,-0.554686,1.72734,-0.167985,1.72877,-0.225318,2
3.24603,1.41551,14.2653,7.38822,0.129926,-1.87586,1.1394,-0.785797,2
6.41617,7.60477,2.75403,10.4126,-1.96795,-0.398344,0.745908,-1.08953,2
6.36606,8.52348,9.44268,14.9031,0.440331,0.0980337,-1.62687,0.332994,2
3.71503,5.66489,0.968813,7.4643,-0.609706,0.836897,-0.317438,0.5367,2
4.34084,4.29489,8.53381,8.1944,-0.753506,-1.3884,0.486836,-0.685725,2
2.46524,-1.8228,9.64959,2.63934,0.0807897,-0.887559,0.892565,-0.632772,2
4.66202,4.06074,6.80263,5.81993,0.183814,1.66849,-0.384698,-0.0262821,2
4.85592,5.03173,4.32988,6.02401,0.211217,-0.124655,0.267671,-0.522409,2
2.6046,0.89072,0.20213,-0.662194,0.151083,-0.108163,0.508587,1.04154,2
2.69898,5.37365,-6.57637,0.0101477,-1.52744,-0.255418,0.680814,-0.0415485,2
2.641,2.78948,-5.73052,-1.97794,-0.205892,0.190468,0.209799,-1.18505,2
1.71668,1.09314,-3.19839,-5.37062,-0.958658,-0.11044,-0.0412297,1.21112,2
4.90532,7.87869,2.71007,8.62364,0.908321,-1.06801,0.352738,-1.34157,2
3.80441,6.73412,-0.436963,6.89507,0.532613,1.19169,0.966227,-0.338826,2
-1.41618,-4.64481,3.91613,-10.1415,-0.187483,0.386366,-0.144364,0.746441,2
0.762769,0.40725,3.70787,1.02459,0.379009,-0.266984,0.291773,0.689302,2
7.33688,5.78834,5.4657,12.7048,0.102817,-0.472676,0.978122,-1.12027,2
5.51174,5.45213,-0.0553136,4.50637,-0.979053,-0.157671,-1.01676,0.147703,2
4.29752,3.87941,3.83398,7.36558,-0.181548,-0.815732,-0.201226,-0.219353,2
2.58278,4.45348,-4.97246,-2.14309,-0.205487,-0.803355,0.00988252,-0.686903,2
2.79071,5.56386,-5.61635,-0.730829,-0.0125693,1.48362,-0.411986,-0.0451324,2
0.316514,-1.2744,7.50725,-2.35815,-0.402488,0.825174,-0.159776,0.55781,2
1.99153,2.10638,9.02865,7.28784,0.242599,-1.15825,0.2485,1.73099,2
2.9781,1.63625,0.428853,-1.53587,1.06874,1.82156,0.481816,-0.710265,2
1.47957,2.71365,1.99885,-0.316191,0.41178,0.613609,-0.44499,0.472548,2
3.61443,6.34235,1.44864,7.63963,-0.483247,0.407805,-1.38431,-0.305395,2
5.87434,3.64369,2.27856,7.36909,0.946477,-1.28317,0.24157,-1.72306,2
2.31904,1.42748,0.764163,-0.356598,-0.619727,1.09537,0.160411,-1.0738,2
4.45588,5.48299,3.28843,10.4298,-1.01527,0.0955213,-0.245517,0.034749,2
3.48298,2.90104,12.3121,6.0143,-1.80802,-1.62368,1.53547,0.225216,2
5.40673,7.76765,1.68479,10.6839,-0.513413,0.905227,-0.0217779,1.05216,2
2.27802,2.88901,6.78559,2.0388,0.417849,1.36224,-0.0546692,0.925824,2
2.97716,4.09767,-0.65433,2.41149,0.254615,0.202662,1.83859,-0.686592,2
2.67082,1.21214,13.5458,8.38223,-1.6551,-1.10153,-0.57588,-0.522693,2
1.17852,0.236927,3.93051,3.31608,0.865794,0.343799,-0.451761,-0.404604,2
6.24602,6.58305,4.5368,8.56152,1.45503,-0.587099,0.997604,-0.337727,2
2.74948,2.04704,0.570678,1.4687,0.213959,-0.786175,0.701473,-0.0444037,2
2.56341,3.2964,3.03629,1.59993,-1.1682,0.305232,0.812275,-0.00354031,2
1.51683,1.92896,5.76736,-0.117021,-0.957892,-0.716691,0.275804,-0.32035,2
3.88335,2.98651,-2.69479,1.23743,-0.630701,-0.798046,2.45031,-0.42096,2
3.57332,1.13861,5.15167,1.25641,1.38158,0.616007,-0.675521,0.93721,2
4.66007,4.00982,4.72291,7.96477,1.98799,0.113672,0.909895,0.0149522,2
1.24591,0.216883,3.57592,-0.479545,-0.493833,-0.546555,-0.295655,0.97892,2
0.192061,0.488134,2.32487,-5.04172,1.05228,0.959866,-0.953049,0.0580148,2
-0.862669,-2.48577,10.7537,2.30216,-1.27878,-1.40042,-0.720772,-0.988495,2
6.88097,6.95383,5.14555,10.2243,0.600907,-0.788683,2.24571,0.832182,2
4.15229,4.77801,2.26029,6.17607,-0.285292,-2.20408,-0.372166,-1.4498,2
-2.75277,-4.61711,1.885,-9.8816,-1.36418,-0.483855,0.877686,2.13316,2
4.84399,6.37191,1.88993,4.82115,-1.22859,0.838806,-0.804304,-0.867891,2
5.55993,3.49792,6.23464,6.49921,0.303318,-1.18395,0.559693,0.570476,2
3.47393,4.66341,4.49118,5.82696,0.524611,0.293539,0.309501,0.0653945,2
2.86432,1.02199,9.49057,3.37448,0.288058,-0.596432,0.399242,0.6538,2
3.52319,3.6824,8.21854,5.00516,-0.970397,0.865641,0.579234,-0.0094174,2
6.55215,10.0388,-6.53901,6.00274,0.622553,0.0498939,-0.894368,-0.830444,2
-0.618566,1.00357,5.82976,-3.22734,-1.38661,-1.20904,-1.09531,-0.225589,2
7.22191,7.7179,1.90105,10.2414,-0.523728,0.809347,0.430044,-0.650048,2
3.82303,3.88306,6.96984,6.65746,0.733694,0.566097,0.044261,-0.607164,2
2.79619,0.785899,-0.0959847,-3.52791,-0.910311,-0.722495,0.31785,0.253865,2
1.36932,1.9031,2.45962,-1.64932,1.48577,0.457954,1.39683,0.657686,2
2.04787,-0.0175698,9.08467,0.171756,0.0253352,0.405871,-0.400869,0.365146,2
4.36522,8.79406,-0.486606,9.93021,-0.121679,0.395584,-0.225703,-1.75221,2
2.31111,2.1318,5.85921,2.14801,-1.04134,0.294892,1.04893,-1.61553,2
1.11595,0.859848,4.42079,0.886375,1.53136,-2.10418,-0.586235,-1.19496,2
1.22529,-1.97407,7.38063,-3.12062,-0.497372,-0.205199,0.422209,0.777291,2
4.13114,5.20043,4.84318,9.23704,-0.979827,1.16038,0.529774,1.96259,2
1.77473,2.41566,-5.38202,0.395206,-0.562109,0.570009,-1.25053,0.638232,2
6.46573,4.60973,2.69062,6.23868,0.55438,1.3128,0.293834,-0.250156,2
2.41357,2.61586,-2.83916,-2.11087,1.28101,2.03235,1.71184,-0.371341,2
1.20781,-0.274179,5.13273,-1.21939,-2.50685,0.156336,-1.62026,-0.989122,2
4.18754,3.23307,2.71024,2.87544,-0.220411,-0.140117,-0.712623,-2.32002,2
2.13296,4.11599,1.92068,6.29727,0.827408,1.51234,-1.19951,-0.598601,2
4.08174,2.86356,4.43496,5.62826,0.0556741,0.310863,-0.292951,1.35381,2
4.40777,5.12866,5.56952,12.9043,0.607223,-0.683681,-1.35784,0.833658,2
5.11606,4.10137,6.5404,7.3602,-0.352981,-0.0840151,-0.0926571,1.5352,2
1.5949,-0.596053,3.52596,-1.99324,-2.08498,0.0943016,0.323625,2.1406,2
3.23411,4.127,-3.17249,-0.306785,-1.28816,-0.929604,-0.188803,0.75641,2
5.51578,7.6797,0.801017,3.50176,-0.757729,-0.0996302,0.0533797,-1.51984,2
3.40604,1.74444,7.33485,3.44081,-0.722674,-1.01155,-1.17293,-1.64682,2
2.62556,5.15235,0.896726,1.04544,-0.291318,0.203125,0.407691,1.74664,2
1.58499,1.72333,1.47799,-1.18211,-2.58582,1.00689,-0.236337,0.656121,2
4.57335,-0.948318,12.1087,5.27544,-0.285675,0.404337,1.38501,0.807738,2
0.273827,-1.43559,-5.56049,2.12649,-1.80915,-0.823968,0.374588,1.13806,3
-0.248175,-0.186885,1.76054,0.0349978,1.9563,0.649268,-0.844585,0.119206,3
-0.0693954,-1.89497,-3.71121,0.603374,0.662835,0.61063,0.978396,0.990341,3
-1.72164,0.514483,3.76409,-3.83704,-0.0900145,-0.959155,1.20523,1.22499,3
0.629123,-0.09757,2.73604,3.51514,1.63456,0.561378,0.257829,-0.588718,3
-4.2083,3.24541,-2.97364,-1.55207,-0.400776,-2.08041,0.111413,-0.952445,3
7.96286,-9.01551,-17.7627,7.40199,0.583261,1.0398,-0.10247,-0.284142,3
-2.05188,2.77649,-4.13517,1.51473,-0.396275,0.457382,-1.97404,-0.647535,3
-6.26251,-0.127736,-10.0345,-7.94459,-0.997046,-1.5761,-0.145435,-0.641949,3
0.259084,-1.6517,-5.19293,-0.274705,0.244043,-0.763649,0.477933,-2.61862,3
0.187418,-5.29835,-9.02144,-1.4743,-2.26626,-1.20047,-0.404727,-0.0100962,3
4.29007,-3.91637,-0.612225,4.10606,1.41182,-0.519016,-0.719334,-0.604588,3
4.34382,-1.0579,2.28182,1.04107,0.625421,1.8326,-1.2325,-0.878542,3
10.1858,-7.59385,-4.29912,7.51767,-0.264998,0.975099,-1.2634,0.794189,3
-0.467897,4.68227,-0.879869,2.02846,-0.00112521,1.25514,-1.10191,-0.559099,3
12.2651,-8.92386,2.74961,1.85029,0.268852,1.68308,-0.783195,-0.769287,3
4.41743,-6.83434,-5.57262,3.47812,1.48489,0.245848,0.324548,0.639994,3
5.17965,-2.12938,6.48416,4.90363,0.0345164,0.332531,2.09263,-0.0569259,3
-4.73905,3.37504,-1.94295,-2.66039,-1.81037,-0.00702883,1.36618,0.537395,3
-2.84209,-0.774953,4.22293,-2.73579,0.881288,2.74556,1.43787,-0.0481109,3
0.0253647,-0.322337,-0.581572,-0.134254,-0.37601,0.415747,1.20998,-1.71476,3
2.87858,-6.47256,-4.58748,-0.460061,0.883463,-0.561569,0.802277,0.0409076,3
0.346213,-0.863888,-0.781366,1.0444,0.176132,-1.15002,1.211,0.0407267,3
3.3887,-0.510411,2.14716,2.7669,-0.464941,0.573091,-0.416373,0.0952906,3
-1.43439,0.46073,-2.04589,-4.53408,1.51382,0.0496359,-0.243175,-0.0980681,3
-0.993813,0.286411,-8.15119,3.09121,-1.20514,0.0807638,0.915822,0.466731,3
-4.09313,2.77075,1.87631,-3.65361,-0.546642,1.55679,-0.400637,-0.396483,3
-1.03508,0.39974,0.1553,-3.92908,-0.676983,0.367517,0.701388,-0.658514,3
5.73675,-5.29692,-5.18074,2.83826,0.997372,1.81039,0.821299,-1.83767,3
0.459702,-3.67291,-5.91878,-0.648257,0.846512,-0.0568436,-0.135246,0.892315,3
-8.12959,6.18069,2.89351,-8.43835,0.755382,-1.20636,0.79182,-1.06901,3
4.19589,-1.34078,2.40128,2.06897,-0.742888,-0.732925,-0.979732,-1.06859,3
2.08879,4.00485,19.5578,1.06023,-0.592861,0.359156,-0.696022,-0.959254,3
1.12244,1.06876,7.51402,0.634187,0.0047353,1.72298,-1.75976,-1.95488,3
10.7065,-3.11522,12.3468,6.28504,0.0852482,1.43743,0.229108,1.03173,3
5.19368,-7.89125,-2.05082,-0.947439,-0.0664141,0.140244,-0.371315,0.185676,3
-5.37788,4.5533,2.63003,-2.30062,1.03211,-0.839579,0.602915,1.00525,3
7.60014,-5.68224,2.51245,0.89315,-0.472476,-0.664832,-0.370153,0.401169,3
-13.5734,9.8559,-2.28733,-7.42301,-1.88351,0.993189,-0.274733,0.385327,3
-1.19716,-1.7784,-8.92643,-0.210792,-1.04342,-0.816015,0.770541,-2.03807,3
0.682069,-3.39754,-9.98259,-0.621143,1.08015,-0.146138,1.34461,-0.382627,3
-9.10262,4.76774,-6.36525,-6.43117,1.44542,-0.496037,0.860194,0.907737,3
7.8509,-6.3759,-5.91082,5.70714,0.759221,-0.240486,-0.613361,-2.72627,3
1.4875,-3.60086,-4.02207,-1.07982,0.819723,0.904398,0.453946,-0.7759,3
-5.36216,5.86763,5.72762,-4.48704,-1.24009,-1.34042,-0.374691,-0.409791,3
-7.4902,5.88873,1.10121,-3.66674,0.965697,-1.32162,-0.458442,-1.82586,3
-4.09311,-0.656235,-7.31577,-2.68944,0.28201,1.99321,-0.546322,1.25768,3
7.27357,-7.86085,-11.8135,4.1432,-0.883472,0.941992,-0.251237,-1.44636,3
0.267015,-1.094,2.68715,-0.402312,1.08709,1.33704,1.30891,-1.05624,3
-6.07109,5.71534,-9.84718,-2.27652,0.490008,-0.843988,-0.370049,-0.422707,3
-5.08709,4.44002,1.36068,-3.39103,0.222034,-0.914636,-0.370004,-1.1784,3
-3.3521,4.38085,7.56698,-1.92053,0.0188265,0.811186,0.804776,-1.32914,3
-4.67705,2.53077,-4.89561,-4.51358,1.21819,0.193064,0.911116,1.59837,3
5.32018,-5.39732,6.39148,1.45554,-0.781312,0.316372,-0.194974,0.356744,3
3.79159,-1.00962,2.37935,2.12249,0.884855,1.28694,-0.160327,1.08434,3
-4.27267,3.06604,-1.88302,-5.05316,-0.335211,0.0184472,1.14843,-0.666977,3
-4.24889,1.47712,-1.60612,-0.746821,1.33609,1.43809,0.534718,1.62675,3
3.64315,-0.869866,7.32989,3.13482,-3.19255,0.681485,-0.168826,0.327586,3
-1.86612,0.307012,-1.89821,0.202097,-0.161468,0.525286,-0.34694,1.35252,3
-11.9738,2.09996,-9.56142,-4.02563,-0.556014,0.501151,1.31096,-0.823105,3
-3.86316,2.44539,-14.251,-1.03507,1.60259,-0.690861,-0.250304,0.402755,3
-0.518221,1.3504,3.61606,0.870881,-0.683525,1.58604,-2.51982,-0.140642,3
0.164579,0.660267,0.658419,0.83175,1.0053,0.981398,0.636077,-0.702048,3
3.16551,-3.48905,-7.04963,5.89101,0.769439,0.651246,-0.740938,1.23588,3
9.41224,-11.8558,-4.00441,4.6705,0.677656,-0.743879,-1.21412,0.858264,3
2.5657,-3.45081,-2.63746,3.44438,-0.443046,-1.6633,-0.885142,0.171497,3
4.87248,-2.07691,4.98042,3.80817,0.712707,-0.353359,-1.25691,0.902135,3
7.70486,-5.16425,6.30361,0.661887,-0.324645,0.441412,0.839081,-0.939024,3
-6.4316,5.88208,0.97618,-4.78546,-1.20354,-0.378202,-0.300955,-0.394273,3
2.22144,-4.10362,-7.56241,2.07651,1.89966,-0.930435,-2.5434,0.0950753,3
-1.52762,1.31593,1.56277,0.894562,-0.190878,1.07042,1.94349,-0.320857,3
2.30994,-2.51349,11.4266,0.309244,0.357403,2.3714,-0.344152,-1.50193,3
-5.92036,9.03027,1.18877,-3.31821,0.81648,1.54905,-0.462639,0.607609,3
8.37967,-5.96277,-3.10503,4.1324,0.580093,-0.0140015,0.522508,0.84707,3
-0.30465,-0.0226038,-0.639492,-0.480124,-0.18853,1.12254,0.678289,0.34818,3
-5.18811,0.918058,-8.68487,-0.458821,0.131339,0.157261,0.540477,-0.204224,3
1.04335,0.0618692,0.0294652,-0.618155,-1.26102,1.40432,-1.47501,0.578386,3
5.37791,-3.84282,0.700671,4.98779,0.064045,-0.697893,0.79591,-0.673201,3
-1.40391,-5.46008,-20.4569,-1.29425,0.0105205,0.535732,-0.855831,0.914738,3
1.5078,-6.80927,-12.1196,2.64757,0.262676,0.989805,0.647518,1.8446,3
5.81987,-5.9304,0.985659,2.5367,0.588407,0.387439,1.17273,1.90359,3
0.808329,-0.848838,-1.50892,0.0392562,-0.382389,-1.28838,1.58596,-0.183019,3
-0.976511,1.83838,-1.51368,0.806789,2.00607,1.38514,0.842626,-1.06271,3
3.804,-4.01721,-0.552526,3.17216,-0.434436,-0.250786,1.2384,-1.19985,3
-4.24066,0.331398,-7.26535,-1.26057,-0.872112,-0.615243,0.125573,0.652438,3
-1.70078,-0.390921,1.58929,-2.89582,1.29145,-0.0800114,1.44607,1.00772,3
3.50922,-3.8824,4.49355,2.91925,-2.28433,-0.511937,-1.14432,0.58085,3
1.29491,-2.85201,-9.06403,0.58498,1.01964,0.251286,-1.04992,-0.871916,3
1.12423,-1.63971,2.18612,3.24956,1.84379,1.34132,0.577289,-0.933258,3
-1.88201,0.998181,-4.2515,-1.94284,-0.903164,1.14838,-1.91281,1.71508,3
-2.07934,5.09769,4.58845,0.208784,-1.0326,0.843466,0.449231,-0.0732781,3
-0.558684,2.74993,4.37073,4.07234,-1.12728,0.0533161,1.49429,0.303554,3
5.84689,-3.31235,7.52175,2.1594,-0.16082,0.0256088,-0.500388,2.01363,3
-11.5479,12.1117,7.6177,-6.93735,-2.57244,0.103161,0.214955,0.508839,3
-8.00776,3.75663,1.35803,-7.52006,0.91523,2.0521,-0.281186,-1.17949,3
7.71938,-7.06482,2.88564,0.739046,1.36138,1.57775,-0.459582,-1.28527,3
-2.235,0.113061,3.7213,-2.08454,0.772284,-1.65234,0.610368,1.17629,3
-3.03775,4.19562,0.0447284,-1.92012,-0.967283,-0.523225,0.601936,-0.0484682,3
7.34398,-2.84909,4.52262,3.37821,0.674351,-0.216912,-0.479996,-0.0383398,3
-5.80744,5.61286,8.80361,-5.01823,-1.92869,0.985478,-0.197008,0.197497,3
-0.327314,-0.361515,0.0573924,1.52892,0.939179,0.529464,-0.937739,1.81912,3
2.28423,0.138037,0.958077,2.73724,-0.446495,-0.338412,-0.398068,-0.0898603,3
1.34549,0.78962,0.0190633,2.89289,0.276574,-0.421075,-0.00812372,-2.4715,3
2.04099,0.720309,2.217,2.59186,-0.894163,-0.786007,0.667761,0.231899,3
0.585581,-1.72178,2.68038,1.10122,-1.49485,-0.116084,-1.91366,-0.0759128,3
1.75841,-2.19219,-0.571872,2.66115,0.239874,1.65893,1.99509,-1.26624,3
2.05583,-1.81783,-2.84129,3.42914,0.326228,1.47397,1.66251,-1.61313,3
-0.304431,-3.36187,-2.32529,1.60282,0.106799,0.162644,0.91153,-1.30472,3
2.11729,3.69316,3.08261,3.26093,1.72552,0.848084,-0.427638,-0.760382,3
3.52207,0.78419,-0.336922,3.99772,-0.420016,0.90541,0.730039,2.07552,3
1.21649,0.414958,0.512447,2.58771,1.66388,-0.84209,0.944976,-0.152307,3
4.99264,3.27175,-0.502194,5.3716,0.683664,-0.879726,1.31833,-0.18339,3
1.72142,-1.4123,-0.540758,2.7657,-0.795592,-1.12753,-0.350776,-0.110886,3
0.651349,1.70071,2.73878,2.17728,-0.687708,0.776907,-0.170293,-0.832275,3
1.55571,3.16411,1.53263,3.14845,-1.57721,-0.333332,2.00791,1.56595,3
1.60917,-3.46357,-3.26159,2.93467,1.68733,0.595971,0.500676,0.293003,3
4.47008,1.79378,-0.25198,4.77139,0.833533,1.77827,-1.66376,0.226162,3
2.65177,7.13889,2.67231,4.1575,-0.660086,1.17453,0.674599,-1.1031,3
1.70827,-0.684276,-0.346838,2.79661,-0.0609055,-0.444726,0.571692,-0.376573,3
0.578466,-0.674497,0.156949,1.98242,-0.0239219,-1.53674,0.7792,-0.0715283,3
1.33138,1.78294,3.34552,2.3622,-0.767428,0.878185,0.00232396,-0.200095,3
1.53064,3.04659,3.99401,2.43642,-0.306262,0.409496,0.780949,-0.484501,3
3.64757,-4.35703,-2.83482,3.50193,0.478073,0.130065,0.107634,0.740336,3
4.12528,5.2239,1.92155,4.86247,-0.803678,1.03966,1.10982,0.632804,3
2.43659,4.93145,-0.46815,4.47743,0.774625,0.26478,0.317983,-1.34436,3
3.08332,7.05434,3.9305,4.20361,1.13527,1.11543,0.248543,0.921956,3
1.55025,0.894229,-2.80795,3.71663,2.45486,0.874244,0.103826,-0.598495,3
2.0161,2.07817,1.12243,3.09508,0.176024,-0.804638,-0.776931,-0.727251,3
1.00649,0.122531,1.64433,1.96357,-0.234138,-1.23936,2.31897,-0.708167,3
1.05236,0.954633,3.35937,1.8685,1.50694,-1.27182,0.329261,1.04506,3
0.880542,0.638762,0.916101,2.47166,-0.886013,1.28695,0.316877,0.370589,3
2.93895,2.50276,1.31756,3.59681,-0.0773127,-0.0609126,-0.33565,-1.15542,3
2.91408,-3.44577,-1.59213,3.21198,-1.52591,0.404773,-0.0119836,-0.807313,3
1.33402,1.174,1.23567,2.73261,-1.97584,-0.536574,0.603579,1.02761,3
-1.51146,-0.200537,0.98548,0.988049,-0.256001,0.782306,0.464698,0.0537536,3
3.57247,3.60004,0.617076,4.59275,-0.031248,0.432562,-0.676251,0.863762,3
1.01661,-1.56139,0.43182,2.15586,0.96384,0.278856,0.0243924,1.13152,3
2.02913,2.18135,0.530488,3.38134,0.0837557,0.461513,-1.58312,0.134311,3
2.77601,-5.85452,-1.06413,2.30171,1.60167,-0.641506,-1.06655,-0.0172367,3
3.20159,2.97969,1.6331,3.62446,1.37719,1.272,-0.315043,-0.316652,3
5.22392,3.41759,2.3773,4.82696,1.9163,-0.245432,0.311592,-0.039439,3
4.57143,1.82686,3.14247,3.83187,-1.1842,1.72059,0.880538,0.310863,3
3.15001,2.35399,-0.794446,4.38339,1.85193,0.68255,2.07333,1.08747,3
1.27181,-0.361068,0.812751,2.53472,-1.04213,-0.0934697,-0.664457,0.0312411,3
-1.23107,0.0362834,4.47252,0.254636,-1.03556,0.765459,-2.50283,-0.727385,3
1.39762,-1.64468,-0.0048734,2.23609,1.80261,-0.27304,1.51006,-0.0154859,3
2.44972,3.49577,1.57915,3.42942,-0.187647,-0.424581,0.853989,-3.08332,3
4.01533,1.43965,-2.05876,4.89242,-1.79577,1.35189,1.0949,-3.11535,3
2.66244,-0.651103,-3.08282,3.97112,1.65534,-0.440156,0.86911,0.291639,3
0.951474,-0.340629,0.644582,2.36295,-1.39702,0.6992,1.12415,-0.341984,3
3.93497,0.423916,-1.86603,4.55005,1.61733,1.18952,-0.418107,0.434169,3
1.38504,-2.21068,-2.40094,2.93125,1.62545,-1.14697,-0.437967,-1.32838,3
3.63341,3.95874,-0.0915948,4.80091,-0.330235,-0.512489,-0.133726,-0.78967,3
3.41369,4.31286,1.64516,4.43304,0.282552,1.65918,-0.926228,0.975661,3
0.309585,-2.04788,-0.0841519,1.82371,-0.14655,0.0254637,-0.157148,0.997701,3
2.35339,4.93214,1.73622,3.71962,-1.3285,-0.175128,1.11627,-1.73224,3
3.25933,3.87247,0.694536,4.37965,1.00907,-0.347313,-0.0705394,-1.45108,3
2.51698,-1.44467,-0.511945,2.8998,-1.45802,0.516383,0.64877,1.35366,3
2.03948,-0.280551,-0.446925,2.99493,0.703391,-1.21144,-0.0672063,1.27788,3
2.45604,0.726822,-0.449488,3.47324,0.440176,-0.701346,-1.08186,2.33253,3
-1.60766,-2.46847,-0.567383,0.697716,-0.329662,2.73003,0.972589,0.503525,3
0.998119,2.13363,2.43777,2.41355,0.161751,1.29296,-0.480004,0.994425,3
0.143952,0.294611,0.0774878,1.99443,0.862984,-0.1939,-1.07498,-0.0336595,3
-1.17116,-9.55972,-0.515634,-0.267697,-0.444396,-0.602819,-1.0521,0.294032,3
4.14663,3.41414,0.798697,4.75738,-0.0844781,-0.282044,0.520447,0.385326,3
0.790717,-1.03163,1.39533,1.95082,0.00494563,0.231698,-1.05954,-1.49865,3
1.34758,-1.09267,-1.38469,2.9507,-1.56118,0.196037,1.14796,0.915888,3
4.76631,2.56405,-1.23584,4.97047,0.179074,-0.536887,-0.0132137,-0.0395319,3
1.0647,-0.639759,1.71302,1.9373,-0.104113,-0.433378,-0.0962467,0.266318,3
2.38834,2.71315,-0.451113,3.93903,-0.87848,-1.22695,0.0479397,0.694625,3
0.622973,-0.187367,-0.528649,2.49397,-1.50277,-0.126425,0.855801,0.650166,3
1.71644,-0.881523,1.10652,2.64749,-0.471427,1.30752,-0.941683,-2.21603,3
3.37631,3.09012,-0.432549,4.56169,0.509878,-0.70927,-0.0159858,-0.877921,3
0.344407,-3.95806,-1.07429,1.6168,0.169506,-0.237407,1.34545,0.206701,3
3.03252,4.72435,1.79084,4.29474,-1.08285,-0.833053,0.384303,0.385938,3
3.61176,-0.517727,-0.485335,3.90521,0.622747,0.712669,0.059649,0.155732,3
2.9227,2.19196,1.69995,3.5348,-0.0876896,0.143349,0.148373,-1.12573,3
0.637866,-2.55771,1.06364,1.40898,1.17312,1.06243,-1.10928,0.0817657,3
2.76808,-1.31232,-0.0796669,2.96675,-0.826128,-1.32577,-0.131588,-0.909943,3
2.94884,0.983571,-2.11596,4.19896,-0.33875,0.988183,0.667548,1.61932,3
1.53654,-0.73074,-0.507317,2.69998,0.828821,-0.445501,1.50402,0.687257,3
1.3158,2.22474,0.845824,2.8997,1.65881,0.815152,-0.438293,-0.103919,3
0.615521,3.22625,4.56533,1.8921,-0.124447,-0.288892,-0.706447,0.815316,3
2.06993,-0.51348,-3.96102,4.08052,-0.663673,1.11602,-0.674968,0.102299,3
4.48167,1.32188,-1.3457,4.85074,0.951419,-0.12967,-0.000486704,-0.341373,3
2.70519,0.441118,-1.41924,3.68297,-1.25557,0.608419,1.05993,-0.708632,3
1.62244,0.260646,-2.45082,3.50206,-0.598695,-0.635967,0.360142,-1.08578,3
3.84758,3.19163,3.97126,3.58894,2.19235,1.08502,0.639107,-0.528714,3
-0.534325,-2.36049,-2.20039,1.97229,-1.23739,0.276963,-1.24057,0.797463,3
2.1619,2.57813,0.775925,3.6109,0.975928,0.664184,-0.204661,-1.88845,3
5.35258,3.29175,0.839034,5.56364,-1.61922,-1.22173,1.08229,0.570052,3
0.566239,0.474265,0.0101211,2.29245,0.729538,-0.250137,-0.555041,-2.32632,3
2.95437,2.054,-0.248166,4.1068,0.163895,0.13911,0.147711,-0.0340057,3
1.46096,-2.42785,-0.640128,2.45231,-0.801145,0.091817,-1.00504,-0.376942,3
2.04794,-3.59101,-3.365,3.06126,-0.459606,2.14017,-1.28706,0.905434,3
2.2886,1.79315,-0.865876,3.90319,-0.519429,0.191748,0.0111154,0.29021,3
2.54008,-3.15815,-1.43627,2.96788,-0.250304,0.00377429,-0.254517,2.27976,3
2.51893,0.487766,-1.12368,3.58099,-0.388719,-1.00037,1.68426,0.339182,3
3.84834,3.38409,2.47426,4.13236,-0.609209,-0.356864,0.451608,0.155403,3
2.05827,2.01431,-2.39651,3.99952,1.66708,1.25033,-0.243365,0.0158103,3
